region,country_code,country,year,sex,hrs_unpaid_dom_care_work,prop_internet,hrs_dom_care_work,labor_force,prop_self_employed,prop_nat_parl,prop_female_judge,prop_family_worker,prop_employers,perc_industrial,perc_service,key
Latin America and the Caribbean,780,Trinidad and Tobago,2002,Male,NA,NA,NA,NA,17.9,NA,NA,0.46,6.35,36.99,52.98,Latin America and the Caribbean--780--Trinidad and Tobago--2002--Male
Latin America and the Caribbean,858,Uruguay,2008,Female,NA,NA,NA,NA,23.5,12.1,NA,0.8,6.2,NA,NA,Latin America and the Caribbean--858--Uruguay--2008--Female
Latin America and the Caribbean,858,Uruguay,2008,Male,NA,NA,NA,NA,20.4,NA,NA,2,2.9,NA,NA,Latin America and the Caribbean--858--Uruguay--2008--Male
Latin America and the Caribbean,858,Uruguay,2008,Both sexes,NA,NA,NA,NA,22.1,NA,NA,1.3,4.7,21.4,67.8,Latin America and the Caribbean--858--Uruguay--2008--Both sexes
Latin America and the Caribbean,858,Uruguay,2010,Female,NA,NA,NA,NA,20.93,14.1,NA,2.07,3.07,11.95,82.84,Latin America and the Caribbean--858--Uruguay--2010--Female
Latin America and the Caribbean,858,Uruguay,2010,Male,NA,NA,NA,NA,23.51,NA,NA,0.76,6.25,29.04,54.25,Latin America and the Caribbean--858--Uruguay--2010--Male
Latin America and the Caribbean,858,Uruguay,2010,Both sexes,NA,NA,NA,NA,22.36,NA,NA,1.34,4.83,21.41,67,Latin America and the Caribbean--858--Uruguay--2010--Both sexes
Latin America and the Caribbean,858,Uruguay,2002,Female,NA,NA,NA,NA,23.43,12.1,NA,1.39,3.93,12.22,86.49,Latin America and the Caribbean--858--Uruguay--2002--Female
Latin America and the Caribbean,858,Uruguay,2002,Male,NA,NA,NA,NA,28.57,NA,NA,0.87,4.93,29.95,63.69,Latin America and the Caribbean--858--Uruguay--2002--Male
Latin America and the Caribbean,858,Uruguay,2002,Both sexes,NA,NA,NA,NA,26.39,NA,NA,1.09,4.51,22.42,73.55,Latin America and the Caribbean--858--Uruguay--2002--Both sexes
Latin America and the Caribbean,862,Venezuela (Bolivarian Republic of),2005,Female,NA,NA,NA,NA,32.28,9.7,NA,2.47,2.27,11.18,86.01,Latin America and the Caribbean--862--Venezuela (Bolivarian Republic of)--2005--Female
Latin America and the Caribbean,862,Venezuela (Bolivarian Republic of),2005,Male,NA,NA,NA,NA,27.96,NA,NA,1.07,6.51,26.76,57.91,Latin America and the Caribbean--862--Venezuela (Bolivarian Republic of)--2005--Male
Latin America and the Caribbean,862,Venezuela (Bolivarian Republic of),2005,Both sexes,NA,NA,NA,NA,29.61,NA,NA,1.6,4.89,20.79,68.68,Latin America and the Caribbean--862--Venezuela (Bolivarian Republic of)--2005--Both sexes
Latin America and the Caribbean,862,Venezuela (Bolivarian Republic of),2004,Female,NA,NA,NA,NA,33.03,9.7,NA,2.88,2.25,11.09,85.47,Latin America and the Caribbean--862--Venezuela (Bolivarian Republic of)--2004--Female
Latin America and the Caribbean,862,Venezuela (Bolivarian Republic of),2004,Male,NA,NA,NA,NA,29.93,NA,NA,1.38,6.41,25.65,57.41,Latin America and the Caribbean--862--Venezuela (Bolivarian Republic of)--2004--Male
Latin America and the Caribbean,862,Venezuela (Bolivarian Republic of),2004,Both sexes,NA,NA,NA,NA,31.13,NA,NA,1.96,4.8,20.04,68.22,Latin America and the Caribbean--862--Venezuela (Bolivarian Republic of)--2004--Both sexes
Latin America and the Caribbean,862,Venezuela (Bolivarian Republic of),2013,Female,NA,NA,NA,NA,29.42,17,NA,0.93,1.77,NA,NA,Latin America and the Caribbean--862--Venezuela (Bolivarian Republic of)--2013--Female
Latin America and the Caribbean,862,Venezuela (Bolivarian Republic of),2013,Male,NA,NA,NA,NA,29.77,NA,NA,0.45,4.7,NA,NA,Latin America and the Caribbean--862--Venezuela (Bolivarian Republic of)--2013--Male
Latin America and the Caribbean,862,Venezuela (Bolivarian Republic of),2013,Both sexes,NA,NA,NA,NA,29.63,NA,NA,0.64,3.55,21.27,71.06,Latin America and the Caribbean--862--Venezuela (Bolivarian Republic of)--2013--Both sexes
Caucasus and Central Asia,31,Azerbaijan,2003,Female,NA,NA,NA,NA,17.04,10.5,NA,22.57,7.07,5.59,52.65,Caucasus and Central Asia--31--Azerbaijan--2003--Female
Caucasus and Central Asia,31,Azerbaijan,2003,Male,NA,NA,NA,NA,20.13,NA,NA,15.74,7.1,18.08,46.24,Caucasus and Central Asia--31--Azerbaijan--2003--Male
Caucasus and Central Asia,31,Azerbaijan,2003,Both sexes,NA,NA,NA,NA,18.84,NA,NA,18.57,7.09,12.9,48.9,Caucasus and Central Asia--31--Azerbaijan--2003--Both sexes
Caucasus and Central Asia,31,Azerbaijan,2005,Female,NA,NA,NA,NA,45.79,10.5,NA,16.8,3.25,8.68,53.97,Caucasus and Central Asia--31--Azerbaijan--2005--Female
Caucasus and Central Asia,31,Azerbaijan,2005,Male,NA,NA,NA,NA,45.8,NA,NA,16.79,3.26,15.17,43.73,Caucasus and Central Asia--31--Azerbaijan--2005--Male
Caucasus and Central Asia,31,Azerbaijan,2005,Both sexes,NA,NA,NA,NA,45.8,NA,NA,16.8,3.25,12.08,48.61,Caucasus and Central Asia--31--Azerbaijan--2005--Both sexes
Caucasus and Central Asia,31,Azerbaijan,2004,Female,NA,NA,NA,NA,43.45,10.5,NA,18.6,4.29,8.28,53.68,Caucasus and Central Asia--31--Azerbaijan--2004--Female
Caucasus and Central Asia,31,Azerbaijan,2004,Male,NA,NA,NA,NA,43.45,NA,NA,18.6,4.29,15.2,43.9,Caucasus and Central Asia--31--Azerbaijan--2004--Male
Caucasus and Central Asia,31,Azerbaijan,2004,Both sexes,NA,NA,NA,NA,43.45,NA,NA,18.6,4.29,11.91,48.56,Caucasus and Central Asia--31--Azerbaijan--2004--Both sexes
Caucasus and Central Asia,31,Azerbaijan,2006,Female,NA,NA,NA,NA,65.09,12,NA,NA,0.84,4,52.68,Caucasus and Central Asia--31--Azerbaijan--2006--Female
Caucasus and Central Asia,31,Azerbaijan,2006,Male,NA,NA,NA,NA,48.87,NA,NA,NA,3.4,19.82,44.01,Caucasus and Central Asia--31--Azerbaijan--2006--Male
Caucasus and Central Asia,31,Azerbaijan,2006,Both sexes,NA,NA,NA,NA,56.52,NA,NA,NA,2.19,12.35,48.1,Caucasus and Central Asia--31--Azerbaijan--2006--Both sexes
Caucasus and Central Asia,31,Azerbaijan,2012,Female,NA,NA,NA,NA,29.63,16,0.11,32.95,8.48,6.19,49.88,Caucasus and Central Asia--31--Azerbaijan--2012--Female
Caucasus and Central Asia,31,Azerbaijan,2012,Male,NA,NA,NA,NA,25.36,NA,NA,26.65,10.58,21.9,46.35,Caucasus and Central Asia--31--Azerbaijan--2012--Male
Caucasus and Central Asia,31,Azerbaijan,2013,Female,NA,NA,NA,NA,28.43,15.6,0.12,33.71,8.71,6,50.45,Caucasus and Central Asia--31--Azerbaijan--2013--Female
Caucasus and Central Asia,31,Azerbaijan,2013,Male,NA,NA,NA,NA,24.85,NA,NA,26.25,11.36,22.2,46.73,Caucasus and Central Asia--31--Azerbaijan--2013--Male
Caucasus and Central Asia,31,Azerbaijan,2013,Both sexes,NA,NA,NA,NA,26.58,NA,NA,29.85,10.08,14.38,48.52,Caucasus and Central Asia--31--Azerbaijan--2013--Both sexes
Caucasus and Central Asia,31,Azerbaijan,2014,Female,NA,NA,NA,NA,29.36,NA,0.12,33.69,8.45,6.15,51.18,Caucasus and Central Asia--31--Azerbaijan--2014--Female
Caucasus and Central Asia,31,Azerbaijan,2014,Male,NA,NA,NA,NA,24.9,NA,NA,26.41,11.44,21.94,46.85,Caucasus and Central Asia--31--Azerbaijan--2014--Male
Caucasus and Central Asia,31,Azerbaijan,2015,Female,NA,NA,NA,NA,30.94,NA,NA,33.23,8.48,5.86,52.07,Caucasus and Central Asia--31--Azerbaijan--2015--Female
Caucasus and Central Asia,31,Azerbaijan,2015,Male,NA,NA,NA,NA,21.28,NA,NA,26.05,15.99,21.77,47.24,Caucasus and Central Asia--31--Azerbaijan--2015--Male
Caucasus and Central Asia,31,Azerbaijan,2015,Both sexes,NA,NA,NA,NA,25.96,NA,NA,29.53,12.35,14.06,49.58,Caucasus and Central Asia--31--Azerbaijan--2015--Both sexes
Caucasus and Central Asia,51,Armenia,1999,Both sexes,NA,NA,NA,NA,46.16,NA,NA,NA,NA,NA,NA,Caucasus and Central Asia--51--Armenia--1999--Both sexes
Caucasus and Central Asia,51,Armenia,2003,Both sexes,NA,NA,NA,NA,51.12,NA,NA,NA,NA,16.54,37.5,Caucasus and Central Asia--51--Armenia--2003--Both sexes
Caucasus and Central Asia,51,Armenia,2000,Both sexes,NA,NA,NA,NA,47.18,NA,NA,NA,NA,NA,NA,Caucasus and Central Asia--51--Armenia--2000--Both sexes
Caucasus and Central Asia,51,Armenia,2005,Both sexes,NA,NA,NA,NA,51.79,NA,NA,NA,NA,15.92,37.84,Caucasus and Central Asia--51--Armenia--2005--Both sexes
Caucasus and Central Asia,51,Armenia,2007,Female,NA,NA,NA,NA,38.15,5.3,NA,0,0.11,7.75,48.32,Caucasus and Central Asia--51--Armenia--2007--Female
Caucasus and Central Asia,51,Armenia,2007,Male,NA,NA,NA,NA,33.58,NA,NA,0.11,0.87,28.11,41.41,Caucasus and Central Asia--51--Armenia--2007--Male
Caucasus and Central Asia,51,Armenia,2007,Both sexes,NA,NA,NA,NA,35.63,NA,NA,0.06,0.53,18.97,44.5,Caucasus and Central Asia--51--Armenia--2007--Both sexes
Caucasus and Central Asia,51,Armenia,1998,Both sexes,NA,NA,NA,NA,44.95,NA,NA,NA,NA,NA,NA,Caucasus and Central Asia--51--Armenia--1998--Both sexes
Caucasus and Central Asia,51,Armenia,2004,Both sexes,NA,NA,NA,NA,52.37,NA,NA,NA,NA,15.98,37.14,Caucasus and Central Asia--51--Armenia--2004--Both sexes
Caucasus and Central Asia,51,Armenia,2006,Both sexes,NA,NA,NA,NA,51.16,NA,NA,NA,NA,15.62,38.21,Caucasus and Central Asia--51--Armenia--2006--Both sexes
Caucasus and Central Asia,51,Armenia,2002,Both sexes,NA,NA,NA,NA,49.96,NA,NA,NA,NA,16.97,37.76,Caucasus and Central Asia--51--Armenia--2002--Both sexes
Caucasus and Central Asia,268,Georgia,2009,Female,NA,NA,NA,NA,27.43,6,0.53,36.04,0.73,NA,NA,Caucasus and Central Asia--268--Georgia--2009--Female
Caucasus and Central Asia,268,Georgia,2009,Male,NA,NA,NA,NA,43.44,NA,NA,18.38,1.88,NA,NA,Caucasus and Central Asia--268--Georgia--2009--Male
Caucasus and Central Asia,268,Georgia,2010,Female,NA,NA,NA,NA,26.52,5.1,0.51,34.2,0.51,NA,NA,Caucasus and Central Asia--268--Georgia--2010--Female
Caucasus and Central Asia,268,Georgia,2010,Male,NA,NA,NA,NA,44.37,NA,NA,16.09,1.97,NA,NA,Caucasus and Central Asia--268--Georgia--2010--Male
Caucasus and Central Asia,268,Georgia,1998,Female,NA,NA,NA,NA,14.91,6.9,NA,40.25,0.37,5.65,43.33,Caucasus and Central Asia--268--Georgia--1998--Female
Caucasus and Central Asia,268,Georgia,1998,Male,NA,NA,NA,NA,29.59,NA,NA,23.22,2.58,14.4,39.21,Caucasus and Central Asia--268--Georgia--1998--Male
Caucasus and Central Asia,268,Georgia,1998,Both sexes,NA,NA,NA,NA,22.53,NA,NA,31.42,1.52,10.18,41.19,Caucasus and Central Asia--268--Georgia--1998--Both sexes
Caucasus and Central Asia,268,Georgia,2011,Female,NA,NA,NA,NA,25.02,6.5,0.49,36.26,0.73,NA,NA,Caucasus and Central Asia--268--Georgia--2011--Female
Caucasus and Central Asia,268,Georgia,2011,Male,NA,NA,NA,NA,43.17,NA,NA,16.3,1.78,NA,NA,Caucasus and Central Asia--268--Georgia--2011--Male
Caucasus and Central Asia,268,Georgia,2012,Female,NA,NA,NA,NA,24.25,11.3,NA,37.5,0.65,NA,NA,Caucasus and Central Asia--268--Georgia--2012--Female
Caucasus and Central Asia,268,Georgia,2012,Male,NA,NA,NA,NA,42.63,NA,NA,15.44,1.93,NA,NA,Caucasus and Central Asia--268--Georgia--2012--Male
Caucasus and Central Asia,268,Georgia,2015,Female,NA,NA,NA,NA,22.77,NA,NA,33.76,1.08,NA,NA,Caucasus and Central Asia--268--Georgia--2015--Female
Caucasus and Central Asia,268,Georgia,2015,Male,NA,NA,NA,NA,41.81,NA,NA,13.61,1.4,NA,NA,Caucasus and Central Asia--268--Georgia--2015--Male
Caucasus and Central Asia,268,Georgia,2015,Both sexes,NA,NA,NA,NA,32.82,NA,NA,23.13,1.25,NA,NA,Caucasus and Central Asia--268--Georgia--2015--Both sexes
Caucasus and Central Asia,398,Kazakhstan,2005,Female,NA,NA,NA,NA,36.46,10.4,NA,0.89,0.6,10.91,57.77,Caucasus and Central Asia--398--Kazakhstan--2005--Female
Caucasus and Central Asia,398,Kazakhstan,2005,Male,NA,NA,NA,NA,30.61,NA,NA,1.04,1.83,24.6,41.99,Caucasus and Central Asia--398--Kazakhstan--2005--Male
Caucasus and Central Asia,398,Kazakhstan,2005,Both sexes,NA,NA,NA,NA,33.43,NA,NA,0.98,1.24,18.01,49.59,Caucasus and Central Asia--398--Kazakhstan--2005--Both sexes
Caucasus and Central Asia,398,Kazakhstan,2007,Female,NA,NA,NA,NA,33.17,10.4,NA,1.11,1.11,11.99,58.27,Caucasus and Central Asia--398--Kazakhstan--2007--Female
Caucasus and Central Asia,398,Kazakhstan,2007,Male,NA,NA,NA,NA,30.54,NA,NA,0.89,2.09,25.47,41.9,Caucasus and Central Asia--398--Kazakhstan--2007--Male
Caucasus and Central Asia,398,Kazakhstan,2007,Both sexes,NA,NA,NA,NA,31.82,NA,NA,1,1.61,18.92,49.85,Caucasus and Central Asia--398--Kazakhstan--2007--Both sexes
Caucasus and Central Asia,398,Kazakhstan,2009,Female,NA,NA,NA,NA,32.19,15.9,NA,0.89,1.68,11.16,60.44,Caucasus and Central Asia--398--Kazakhstan--2009--Female
Caucasus and Central Asia,398,Kazakhstan,2009,Male,NA,NA,NA,NA,28.79,NA,NA,0.76,2.64,25.8,44.6,Caucasus and Central Asia--398--Kazakhstan--2009--Male
Caucasus and Central Asia,398,Kazakhstan,2009,Both sexes,NA,NA,NA,NA,30.45,NA,NA,NA,2.17,18.64,52.34,Caucasus and Central Asia--398--Kazakhstan--2009--Both sexes
Caucasus and Central Asia,398,Kazakhstan,2010,Female,NA,NA,NA,NA,31.95,17.8,NA,0.9,1.56,11.45,61.13,Caucasus and Central Asia--398--Kazakhstan--2010--Female
Caucasus and Central Asia,398,Kazakhstan,2010,Male,NA,NA,NA,NA,28.49,NA,NA,0.76,2.41,25.62,45.28,Caucasus and Central Asia--398--Kazakhstan--2010--Male
Caucasus and Central Asia,398,Kazakhstan,2010,Both sexes,NA,NA,NA,NA,30.17,NA,NA,0.83,1.99,18.72,53,Caucasus and Central Asia--398--Kazakhstan--2010--Both sexes
Caucasus and Central Asia,398,Kazakhstan,2001,Female,NA,NA,NA,NA,43.17,10.4,NA,1.24,0.5,9.74,56.07,Caucasus and Central Asia--398--Kazakhstan--2001--Female
Caucasus and Central Asia,398,Kazakhstan,2001,Male,NA,NA,NA,NA,35.01,NA,NA,0.86,1.24,22.47,40.77,Caucasus and Central Asia--398--Kazakhstan--2001--Male
Caucasus and Central Asia,398,Kazakhstan,2001,Both sexes,NA,NA,NA,NA,38.96,NA,NA,1.04,0.88,16.34,48.14,Caucasus and Central Asia--398--Kazakhstan--2001--Both sexes
Caucasus and Central Asia,398,Kazakhstan,2006,Both sexes,NA,NA,NA,NA,32.46,NA,NA,1.13,1.47,18.44,50.02,Caucasus and Central Asia--398--Kazakhstan--2006--Both sexes
Caucasus and Central Asia,398,Kazakhstan,2011,Female,NA,NA,NA,NA,30.73,17.8,NA,0.83,1.71,11.46,62.27,Caucasus and Central Asia--398--Kazakhstan--2011--Female
Caucasus and Central Asia,398,Kazakhstan,2011,Male,NA,NA,NA,NA,28.45,NA,NA,0.77,2.46,26.12,47.25,Caucasus and Central Asia--398--Kazakhstan--2011--Male
Caucasus and Central Asia,398,Kazakhstan,2013,Female,NA,NA,NA,NA,28.1,24.3,0.43,0.41,1.12,12.22,64.53,Caucasus and Central Asia--398--Kazakhstan--2013--Female
Caucasus and Central Asia,398,Kazakhstan,2015,Female,NA,NA,NA,NA,24.75,NA,NA,0.12,0.79,11.51,71.39,Caucasus and Central Asia--398--Kazakhstan--2015--Female
Caucasus and Central Asia,398,Kazakhstan,2015,Male,NA,NA,NA,NA,26.2,NA,NA,0.13,1.89,29.07,52.06,Caucasus and Central Asia--398--Kazakhstan--2015--Male
Caucasus and Central Asia,398,Kazakhstan,2015,Both sexes,NA,NA,NA,NA,25.5,NA,NA,0.12,1.35,20.56,61.43,Caucasus and Central Asia--398--Kazakhstan--2015--Both sexes
Caucasus and Central Asia,417,Kyrgyzstan,2003,Female,NA,NA,NA,NA,34.14,10,NA,17.69,0.97,9.92,47.03,Caucasus and Central Asia--417--Kyrgyzstan--2003--Female
Caucasus and Central Asia,417,Kyrgyzstan,2003,Male,NA,NA,NA,NA,40.86,NA,NA,9.44,1.68,NA,37.61,Caucasus and Central Asia--417--Kyrgyzstan--2003--Male
Caucasus and Central Asia,417,Kyrgyzstan,2003,Both sexes,NA,NA,NA,NA,37.92,NA,NA,13.06,1.36,15.02,41.74,Caucasus and Central Asia--417--Kyrgyzstan--2003--Both sexes
Caucasus and Central Asia,417,Kyrgyzstan,2005,Both sexes,NA,NA,NA,NA,33.72,NA,NA,14.73,1.36,17.58,43.92,Caucasus and Central Asia--417--Kyrgyzstan--2005--Both sexes
Caucasus and Central Asia,762,Tajikistan,2009,Female,NA,NA,NA,NA,40.77,17.5,0.21,0.28,0.12,5.43,25.85,Caucasus and Central Asia--762--Tajikistan--2009--Female
Caucasus and Central Asia,762,Tajikistan,2009,Male,NA,NA,NA,NA,51.22,NA,NA,0.55,0.63,23.38,35.01,Caucasus and Central Asia--762--Tajikistan--2009--Male
Caucasus and Central Asia,762,Tajikistan,2009,Both sexes,NA,NA,NA,NA,46.71,NA,NA,0.43,0.41,15.63,31.06,Caucasus and Central Asia--762--Tajikistan--2009--Both sexes
Western Asia,48,Bahrain,2003,Female,NA,NA,NA,NA,0.38,0,NA,0.75,0.64,NA,NA,Western Asia--48--Bahrain--2003--Female
Western Asia,48,Bahrain,2003,Male,NA,NA,NA,NA,1.96,NA,NA,0.54,2.24,NA,NA,Western Asia--48--Bahrain--2003--Male
Western Asia,48,Bahrain,2003,Both sexes,NA,NA,NA,NA,1.63,NA,NA,0.58,1.91,NA,NA,Western Asia--48--Bahrain--2003--Both sexes
Western Asia,48,Bahrain,2008,Female,NA,NA,NA,NA,0.36,2.5,NA,0.73,0.61,NA,NA,Western Asia--48--Bahrain--2008--Female
Western Asia,48,Bahrain,2008,Male,NA,NA,NA,NA,1.74,NA,NA,0.49,2.1,NA,NA,Western Asia--48--Bahrain--2008--Male
Western Asia,48,Bahrain,2005,Female,NA,NA,NA,NA,0.36,0,NA,0.74,0.62,NA,NA,Western Asia--48--Bahrain--2005--Female
Western Asia,48,Bahrain,2005,Male,NA,NA,NA,NA,1.89,NA,NA,0.53,2.22,NA,NA,Western Asia--48--Bahrain--2005--Male
Western Asia,48,Bahrain,2005,Both sexes,NA,NA,NA,NA,1.58,NA,NA,0.57,1.9,NA,NA,Western Asia--48--Bahrain--2005--Both sexes
Western Asia,48,Bahrain,2007,Female,NA,NA,NA,NA,0.35,2.5,NA,0.71,0.6,NA,NA,Western Asia--48--Bahrain--2007--Female
Western Asia,48,Bahrain,2007,Male,NA,NA,NA,NA,1.79,NA,NA,0.5,2.14,NA,NA,Western Asia--48--Bahrain--2007--Male
Western Asia,48,Bahrain,2007,Both sexes,NA,NA,NA,NA,1.51,NA,NA,0.54,1.84,NA,NA,Western Asia--48--Bahrain--2007--Both sexes
Western Asia,48,Bahrain,2009,Female,NA,NA,NA,NA,0.37,2.5,NA,0.76,0.63,NA,NA,Western Asia--48--Bahrain--2009--Female
Western Asia,48,Bahrain,2009,Male,NA,NA,NA,NA,1.68,NA,NA,0.48,2.04,NA,NA,Western Asia--48--Bahrain--2009--Male
Western Asia,48,Bahrain,2009,Both sexes,NA,NA,NA,NA,1.43,NA,NA,0.53,1.77,NA,NA,Western Asia--48--Bahrain--2009--Both sexes
Western Asia,48,Bahrain,2006,Female,NA,NA,NA,NA,0.36,0,NA,0.74,0.62,NA,NA,Western Asia--48--Bahrain--2006--Female
Western Asia,48,Bahrain,2006,Male,NA,NA,NA,NA,1.9,NA,NA,0.53,2.24,NA,NA,Western Asia--48--Bahrain--2006--Male
Western Asia,48,Bahrain,2006,Both sexes,NA,NA,NA,NA,1.6,NA,NA,0.57,1.92,NA,NA,Western Asia--48--Bahrain--2006--Both sexes
Western Asia,48,Bahrain,2002,Female,NA,NA,NA,NA,0.39,NA,NA,0.78,0.66,NA,NA,Western Asia--48--Bahrain--2002--Female
Western Asia,48,Bahrain,2002,Male,NA,NA,NA,NA,2.01,NA,NA,0.55,2.28,NA,NA,Western Asia--48--Bahrain--2002--Male
Western Asia,48,Bahrain,2002,Both sexes,NA,NA,NA,NA,1.68,NA,NA,0.6,1.95,NA,NA,Western Asia--48--Bahrain--2002--Both sexes
Western Asia,275,State of Palestine,2003,Female,NA,NA,NA,NA,11.8,NA,NA,32.57,0.71,7.83,58.45,Western Asia--275--State of Palestine--2003--Female
Western Asia,275,State of Palestine,2003,Male,NA,NA,NA,NA,31.1,NA,NA,7.02,4.16,29.59,58.45,Western Asia--275--State of Palestine--2003--Male
Western Asia,275,State of Palestine,2003,Both sexes,NA,NA,NA,NA,27.78,NA,NA,11.42,3.56,25.84,58.45,Western Asia--275--State of Palestine--2003--Both sexes
Western Asia,275,State of Palestine,2000,Female,NA,NA,NA,NA,10,NA,NA,33.4,0.7,11.25,54.13,Western Asia--275--State of Palestine--2000--Female
Western Asia,275,State of Palestine,2000,Male,NA,NA,NA,NA,21.4,NA,NA,5.2,5.3,38.63,51.54,Western Asia--275--State of Palestine--2000--Male
Western Asia,275,State of Palestine,2000,Both sexes,NA,NA,NA,NA,19.62,NA,NA,9.6,4.58,34.36,51.94,Western Asia--275--State of Palestine--2000--Both sexes
Western Asia,275,State of Palestine,2005,Female,NA,NA,NA,NA,11.88,NA,NA,30.83,0.82,8.44,59.06,Western Asia--275--State of Palestine--2005--Female
Western Asia,275,State of Palestine,2005,Male,NA,NA,NA,NA,28.95,NA,NA,6,5.03,29.82,59.16,Western Asia--275--State of Palestine--2005--Male
Western Asia,275,State of Palestine,2005,Both sexes,NA,NA,NA,NA,26.11,NA,NA,10.12,4.33,26.27,59.15,Western Asia--275--State of Palestine--2005--Both sexes
Western Asia,275,State of Palestine,2007,Female,NA,NA,NA,NA,12.76,NA,NA,34.47,0.61,9.67,54.32,Western Asia--275--State of Palestine--2007--Female
Western Asia,275,State of Palestine,2007,Male,NA,NA,NA,NA,26.84,NA,NA,6.7,4.87,27.16,62.05,Western Asia--275--State of Palestine--2007--Male
Western Asia,275,State of Palestine,2007,Both sexes,NA,NA,NA,NA,24.14,NA,NA,12.02,4.05,23.81,60.57,Western Asia--275--State of Palestine--2007--Both sexes
Western Asia,275,State of Palestine,1996,Female,NA,NA,NA,NA,13,NA,NA,28,1,15.9,55.09,Western Asia--275--State of Palestine--1996--Female
Western Asia,275,State of Palestine,1996,Male,NA,NA,NA,NA,27.9,NA,NA,9.4,7.3,30.51,57.7,Western Asia--275--State of Palestine--1996--Male
Western Asia,275,State of Palestine,1996,Both sexes,NA,NA,NA,NA,25.71,NA,NA,12.13,6.37,28.36,57.31,Western Asia--275--State of Palestine--1996--Both sexes
Western Asia,275,State of Palestine,1998,Female,NA,NA,NA,NA,12.7,NA,NA,27.5,0.9,16.89,54.02,Western Asia--275--State of Palestine--1998--Female
Western Asia,275,State of Palestine,1998,Male,NA,NA,NA,NA,22.2,NA,NA,5,6.5,41.18,49.25,Western Asia--275--State of Palestine--1998--Male
Western Asia,275,State of Palestine,1998,Both sexes,NA,NA,NA,NA,20.94,NA,NA,7.98,5.76,37.96,49.88,Western Asia--275--State of Palestine--1998--Both sexes
Western Asia,275,State of Palestine,1997,Female,NA,NA,NA,NA,13,NA,NA,28.5,0.7,14.44,55.56,Western Asia--275--State of Palestine--1997--Female
Western Asia,275,State of Palestine,1997,Male,NA,NA,NA,NA,24.5,NA,NA,6.8,6,38.3,51.4,Western Asia--275--State of Palestine--1997--Male
Western Asia,275,State of Palestine,1997,Both sexes,NA,NA,NA,NA,22.87,NA,NA,9.87,5.25,34.92,51.99,Western Asia--275--State of Palestine--1997--Both sexes
Western Asia,400,Jordan,2008,Female,NA,NA,NA,NA,2.6,6.4,NA,0.6,2,9.4,88.9,Western Asia--400--Jordan--2008--Female
Western Asia,400,Jordan,2008,Male,NA,NA,NA,NA,9.9,NA,NA,0.5,7.5,21,76,Western Asia--400--Jordan--2008--Male
Western Asia,400,Jordan,2008,Both sexes,NA,NA,NA,NA,8.8,NA,NA,0.5,6.7,19.3,78.3,Western Asia--400--Jordan--2008--Both sexes
Western Asia,400,Jordan,2005,Female,NA,NA,NA,NA,3.3,5.5,NA,0.8,1.6,11.3,86.8,Western Asia--400--Jordan--2005--Female
Western Asia,400,Jordan,2005,Male,NA,NA,NA,NA,11,NA,NA,0.5,7.9,22.2,74.4,Western Asia--400--Jordan--2005--Male
Western Asia,400,Jordan,2005,Both sexes,NA,NA,NA,NA,10.1,NA,NA,0.6,7.1,20.7,76,Western Asia--400--Jordan--2005--Both sexes
Western Asia,400,Jordan,2007,Female,NA,NA,NA,NA,3.2,5.5,NA,0.8,1.7,9.4,88.5,Western Asia--400--Jordan--2007--Female
Western Asia,400,Jordan,2007,Male,NA,NA,NA,NA,9.3,NA,NA,0.5,8.5,22,75.4,Western Asia--400--Jordan--2007--Male
Western Asia,400,Jordan,2007,Both sexes,NA,NA,NA,NA,8.3,NA,NA,0.5,7.4,20,77.4,Western Asia--400--Jordan--2007--Both sexes
Western Asia,400,Jordan,2006,Female,NA,NA,NA,NA,3.3,5.5,NA,0.8,1.9,10.7,87.3,Western Asia--400--Jordan--2006--Female
Western Asia,400,Jordan,2006,Male,NA,NA,NA,NA,10.4,NA,NA,0.5,7.3,21.3,75.2,Western Asia--400--Jordan--2006--Male
Western Asia,400,Jordan,2006,Both sexes,NA,NA,NA,NA,9.4,NA,NA,0.5,6.6,20,76.9,Western Asia--400--Jordan--2006--Both sexes
Western Asia,414,Kuwait,2008,Both sexes,NA,NA,NA,NA,0.72,NA,NA,NA,0.53,25.14,72.35,Western Asia--414--Kuwait--2008--Both sexes
Western Asia,422,Lebanon,2009,Female,NA,NA,NA,NA,13.7,3.1,NA,5.3,1,7.5,86.3,Western Asia--422--Lebanon--2009--Female
Western Asia,422,Lebanon,2009,Male,NA,NA,NA,NA,35.8,NA,NA,2.6,5.9,24.9,68.5,Western Asia--422--Lebanon--2009--Male
Western Asia,422,Lebanon,2009,Both sexes,NA,NA,NA,NA,30.7,NA,NA,3.2,4.7,21,72.6,Western Asia--422--Lebanon--2009--Both sexes
Western Asia,512,Oman,2010,Female,NA,NA,NA,NA,3.36,0,NA,NA,0.78,6.26,93.17,Western Asia--512--Oman--2010--Female
Western Asia,512,Oman,2010,Male,NA,NA,NA,NA,2.08,NA,NA,NA,1.27,43.12,50.71,Western Asia--512--Oman--2010--Male
Western Asia,512,Oman,1996,Female,NA,NA,NA,NA,6.32,NA,NA,NA,0.38,7.03,87.98,Western Asia--512--Oman--1996--Female
Western Asia,512,Oman,1996,Male,NA,NA,NA,NA,10.82,NA,NA,NA,2.71,7.74,84.49,Western Asia--512--Oman--1996--Male
